investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status,cohort_year,gap_days
INV002202,2024-10-15,119552,SIP,595,Madhya Pradesh,Indore,T30,18-25,Female,7.1,Cheque,Verified,2024,96.0
INV002202,2024-12-25,120507,SIP,2701,Madhya Pradesh,Indore,T30,18-25,Female,7.1,Mandate,Verified,2024,37.0
INV002202,2025-05-17,125498,SIP,7655,Madhya Pradesh,Indore,T30,18-25,Female,7.1,UPI,Verified,2025,143.0
INV002203,2024-11-11,119551,Lumpsum,62735,Karnataka,Mysore,B30,46-55,Male,25.9,UPI,Verified,2024,128.0
INV002204,2024-07-24,118632,SIP,12976,Punjab,Amritsar,B30,36-45,Male,36.1,Mandate,Verified,2024,154.0
INV002204,2024-09-27,148569,Lumpsum,169512,Punjab,Amritsar,B30,36-45,Male,36.1,Net Banking,Verified,2024,65.0
INV002204,2025-04-30,149323,SIP,27184,Punjab,Amritsar,B30,36-45,Male,36.1,UPI,Verified,2025,215.0
INV002205,2024-10-30,149324,Lumpsum,231933,Gujarat,Surat,T30,26-35,Female,10.9,Mandate,Verified,2024,243.0
INV002205,2025-03-02,120504,SIP,46031,Gujarat,Surat,T30,26-35,Female,10.9,Cheque,Verified,2025,123.0
INV002205,2025-04-28,120504,SIP,24647,Gujarat,Surat,T30,26-35,Female,10.9,Mandate,Verified,2025,57.0
INV002206,2024-02-22,101206,SIP,16283,Tamil Nadu,Chennai,T30,18-25,Male,7.7,Net Banking,Verified,2024,37.0
INV002206,2024-04-22,120504,SIP,2060,Tamil Nadu,Chennai,T30,18-25,Male,7.7,UPI,Verified,2024,52.0
INV002206,2024-06-15,119093,Lumpsum,527994,Tamil Nadu,Chennai,T30,18-25,Male,7.7,Mandate,Verified,2024,39.0
INV002206,2024-09-25,101206,SIP,40816,Tamil Nadu,Chennai,T30,18-25,Male,7.7,Cheque,Verified,2024,96.0
INV002206,2024-11-09,125497,SIP,2219,Tamil Nadu,Chennai,T30,18-25,Male,7.7,Cheque,Verified,2024,45.0
INV002206,2025-03-29,102885,Redemption,419741,Tamil Nadu,Chennai,T30,18-25,Male,7.7,Mandate,Verified,2025,107.0
INV002207,2024-04-09,149322,SIP,58720,Madhya Pradesh,Indore,T30,26-35,Female,6.6,UPI,Verified,2024,39.0
INV002207,2024-08-04,119092,SIP,2163,Madhya Pradesh,Indore,T30,26-35,Female,6.6,Net Banking,Verified,2024,117.0
INV002207,2025-04-13,148569,SIP,5011,Madhya Pradesh,Indore,T30,26-35,Female,6.6,Mandate,Verified,2025,252.0
INV002208,2024-06-12,101206,Lumpsum,440028,Punjab,Chandigarh,T30,56+,Male,61.1,UPI,Verified,2024,129.0
INV002208,2024-11-21,100016,SIP,4185,Punjab,Chandigarh,T30,56+,Male,61.1,Cheque,Verified,2024,97.0
INV002208,2025-01-22,119093,Lumpsum,349741,Punjab,Chandigarh,T30,56+,Male,61.1,UPI,Verified,2025,62.0
INV002208,2025-04-03,148569,SIP,8125,Punjab,Chandigarh,T30,56+,Male,61.1,Cheque,Pending,2025,37.0
INV002209,2024-12-06,120842,SIP,9328,West Bengal,Kolkata,T30,56+,Male,9.6,UPI,Verified,2024,271.0
INV002211,2024-07-15,120841,SIP,551,Gujarat,Surat,T30,26-35,Male,11.3,Net Banking,Verified,2024,109.0
INV002211,2024-10-16,120507,SIP,1709,Gujarat,Surat,T30,26-35,Male,11.3,Mandate,Verified,2024,43.0
INV002211,2025-04-15,149323,SIP,16844,Gujarat,Surat,T30,26-35,Male,11.3,Mandate,Pending,2025,107.0
INV002212,2024-07-25,100016,Lumpsum,201668,Telangana,Hyderabad,T30,36-45,Male,26.4,Net Banking,Verified,2024,158.0
INV002212,2024-12-28,119599,Lumpsum,341376,Telangana,Hyderabad,T30,36-45,Male,26.4,Mandate,Verified,2024,149.0
INV002212,2025-03-19,149323,SIP,5959,Telangana,Hyderabad,T30,36-45,Male,26.4,Cheque,Verified,2025,65.0
INV002213,2024-07-17,119120,Redemption,267446,Maharashtra,Pune,T30,36-45,Female,33.8,Mandate,Verified,2024,40.0
INV002213,2024-12-12,120843,SIP,3337,Maharashtra,Pune,T30,36-45,Female,33.8,Cheque,Verified,2024,121.0
INV002213,2025-01-22,120505,Lumpsum,440124,Maharashtra,Pune,T30,36-45,Female,33.8,Cheque,Verified,2025,41.0
INV002213,2025-03-27,148568,Lumpsum,174777,Maharashtra,Pune,T30,36-45,Female,33.8,UPI,Verified,2025,45.0
INV002214,2024-04-03,102885,Lumpsum,381090,Delhi,Gurugram,T30,36-45,Female,50.5,Net Banking,Verified,2024,48.0
INV002214,2024-06-24,100016,Lumpsum,170204,Delhi,Gurugram,T30,36-45,Female,50.5,Net Banking,Verified,2024,82.0
INV002214,2024-09-04,149322,SIP,2848,Delhi,Gurugram,T30,36-45,Female,50.5,Cheque,Verified,2024,58.0
INV002214,2024-11-23,119120,SIP,412,Delhi,Gurugram,T30,36-45,Female,50.5,UPI,Verified,2024,80.0
INV002214,2025-01-21,101206,Lumpsum,287771,Delhi,Gurugram,T30,36-45,Female,50.5,UPI,Verified,2025,59.0
INV002214,2025-03-18,149322,Redemption,149774,Delhi,Gurugram,T30,36-45,Female,50.5,Mandate,Verified,2025,56.0
INV002214,2025-05-12,120505,Redemption,198072,Delhi,Gurugram,T30,36-45,Female,50.5,Mandate,Verified,2025,41.0
INV002215,2024-04-12,118636,Redemption,59164,Madhya Pradesh,Bhopal,B30,18-25,Male,3.4,Net Banking,Verified,2024,73.0
INV002215,2024-06-07,120503,SIP,9926,Madhya Pradesh,Bhopal,B30,18-25,Male,3.4,Net Banking,Verified,2024,56.0
INV002215,2024-10-07,118635,Lumpsum,225967,Madhya Pradesh,Bhopal,B30,18-25,Male,3.4,Cheque,Verified,2024,122.0
INV002215,2024-11-22,148569,Lumpsum,420401,Madhya Pradesh,Bhopal,B30,18-25,Male,3.4,Cheque,Verified,2024,46.0
INV002215,2024-12-29,102886,SIP,42305,Madhya Pradesh,Bhopal,B30,18-25,Male,3.4,Net Banking,Verified,2024,37.0
INV002215,2025-02-13,120503,SIP,5863,Madhya Pradesh,Bhopal,B30,18-25,Male,3.4,UPI,Verified,2025,44.0
INV002215,2025-03-26,120843,Redemption,457109,Madhya Pradesh,Bhopal,B30,18-25,Male,3.4,Mandate,Pending,2025,41.0
INV002215,2025-05-29,102887,Redemption,391770,Madhya Pradesh,Bhopal,B30,18-25,Male,3.4,Net Banking,Verified,2025,64.0
INV002216,2024-04-14,119120,SIP,48408,Maharashtra,Mumbai,T30,46-55,Male,26.5,Net Banking,Verified,2024,44.0
INV002216,2024-07-28,100016,Redemption,105842,Maharashtra,Mumbai,T30,46-55,Male,26.5,UPI,Verified,2024,41.0
INV002216,2024-09-23,101206,SIP,1174,Maharashtra,Mumbai,T30,46-55,Male,26.5,Mandate,Verified,2024,57.0
INV002216,2025-01-29,100016,Redemption,280950,Maharashtra,Mumbai,T30,46-55,Male,26.5,Cheque,Verified,2025,128.0
INV002216,2025-03-14,149323,SIP,9781,Maharashtra,Mumbai,T30,46-55,Male,26.5,Net Banking,Pending,2025,44.0
INV002216,2025-05-07,118634,SIP,508,Maharashtra,Mumbai,T30,46-55,Male,26.5,Net Banking,Verified,2025,54.0
INV002217,2024-03-22,102886,SIP,1049,Tamil Nadu,Coimbatore,B30,18-25,Male,7.0,UPI,Verified,2024,69.0
INV002217,2024-09-04,149322,SIP,2937,Tamil Nadu,Coimbatore,B30,18-25,Male,7.0,UPI,Verified,2024,151.0
INV002217,2024-12-07,100025,Redemption,179758,Tamil Nadu,Coimbatore,B30,18-25,Male,7.0,UPI,Verified,2024,94.0
INV002218,2024-06-28,100033,SIP,17997,Punjab,Amritsar,B30,36-45,Male,52.7,Net Banking,Verified,2024,64.0
INV002218,2024-09-05,120842,SIP,6672,Punjab,Amritsar,B30,36-45,Male,52.7,UPI,Verified,2024,69.0
INV002218,2025-01-30,118635,Redemption,323421,Punjab,Amritsar,B30,36-45,Male,52.7,Cheque,Verified,2025,147.0
INV002219,2024-03-06,149324,SIP,1115,Karnataka,Mysore,B30,26-35,Male,6.9,UPI,Verified,2024,62.0
INV002219,2024-06-09,149324,SIP,926,Karnataka,Mysore,B30,26-35,Male,6.9,Cheque,Verified,2024,95.0
INV002219,2024-10-29,120504,Lumpsum,350160,Karnataka,Mysore,B30,26-35,Male,6.9,Mandate,Verified,2024,142.0
INV002219,2025-05-14,119598,SIP,15340,Karnataka,Mysore,B30,26-35,Male,6.9,Mandate,Verified,2025,123.0
INV002220,2024-06-26,102885,Redemption,213856,Punjab,Chandigarh,T30,46-55,Male,29.9,UPI,Verified,2024,67.0
INV002220,2024-08-28,119551,SIP,2854,Punjab,Chandigarh,T30,46-55,Male,29.9,Cheque,Verified,2024,50.0
INV002220,2024-10-18,101206,SIP,16074,Punjab,Chandigarh,T30,46-55,Male,29.9,Mandate,Verified,2024,51.0
INV002220,2025-02-27,119093,Lumpsum,18737,Punjab,Chandigarh,T30,46-55,Male,29.9,Mandate,Pending,2025,61.0
INV002221,2024-10-11,120844,Lumpsum,219135,Madhya Pradesh,Indore,T30,18-25,Male,5.7,UPI,Verified,2024,214.0
INV002222,2024-10-03,100016,Lumpsum,200435,Punjab,Amritsar,B30,26-35,Male,8.7,Net Banking,Verified,2024,53.0
INV002222,2025-05-13,119552,Lumpsum,354318,Punjab,Amritsar,B30,26-35,Male,8.7,Cheque,Verified,2025,222.0
INV002223,2024-02-25,119598,Redemption,453210,Karnataka,Bangalore,T30,36-45,Female,40.7,UPI,Verified,2024,47.0
INV002223,2024-05-04,118635,Redemption,53740,Karnataka,Bangalore,T30,36-45,Female,40.7,Mandate,Verified,2024,69.0
INV002223,2025-01-18,120506,Redemption,375192,Karnataka,Bangalore,T30,36-45,Female,40.7,UPI,Verified,2025,259.0
INV002224,2024-06-03,118635,SIP,54851,Rajasthan,Udaipur,B30,26-35,Male,21.4,UPI,Verified,2024,90.0
INV002224,2025-04-19,148567,Lumpsum,252690,Rajasthan,Udaipur,B30,26-35,Male,21.4,Net Banking,Verified,2025,299.0
INV002225,2024-06-01,119551,SIP,4279,Punjab,Amritsar,B30,46-55,Male,86.2,Mandate,Verified,2024,148.0
INV002225,2024-07-18,148567,SIP,13286,Punjab,Amritsar,B30,46-55,Male,86.2,UPI,Verified,2024,47.0
INV002225,2024-09-26,149322,SIP,512,Punjab,Amritsar,B30,46-55,Male,86.2,Cheque,Pending,2024,70.0
INV002226,2024-11-01,118634,Redemption,154131,Gujarat,Surat,T30,46-55,Female,29.3,Net Banking,Verified,2024,65.0
INV002227,2025-01-11,120503,SIP,15639,Uttar Pradesh,Lucknow,T30,26-35,Female,12.5,UPI,Verified,2025,39.0
INV002227,2025-04-17,101206,Lumpsum,106087,Uttar Pradesh,Lucknow,T30,26-35,Female,12.5,Net Banking,Verified,2025,96.0
INV002228,2024-04-11,102885,Lumpsum,277468,Uttar Pradesh,Kanpur,B30,18-25,Male,7.7,Mandate,Verified,2024,47.0
INV002228,2024-06-12,148569,SIP,505,Uttar Pradesh,Kanpur,B30,18-25,Male,7.7,Net Banking,Verified,2024,62.0
INV002228,2024-08-03,148567,SIP,9935,Uttar Pradesh,Kanpur,B30,18-25,Male,7.7,Net Banking,Verified,2024,49.0
INV002228,2024-09-17,100025,SIP,6755,Uttar Pradesh,Kanpur,B30,18-25,Male,7.7,UPI,Verified,2024,45.0
INV002228,2025-02-01,100016,SIP,8272,Uttar Pradesh,Kanpur,B30,18-25,Male,7.7,Net Banking,Verified,2025,86.0
INV002229,2024-07-29,149324,SIP,2879,Rajasthan,Jaipur,T30,36-45,Male,24.6,Mandate,Verified,2024,101.0
INV002229,2024-10-22,118636,SIP,56009,Rajasthan,Jaipur,T30,36-45,Male,24.6,Cheque,Pending,2024,54.0
INV002229,2024-12-12,120503,Lumpsum,332472,Rajasthan,Jaipur,T30,36-45,Male,24.6,Mandate,Verified,2024,51.0
INV002229,2025-03-08,148569,SIP,2873,Rajasthan,Jaipur,T30,36-45,Male,24.6,Cheque,Verified,2025,78.0
INV002229,2025-05-22,119094,Lumpsum,376308,Rajasthan,Jaipur,T30,36-45,Male,24.6,Net Banking,Verified,2025,51.0
INV002230,2024-07-10,118632,Lumpsum,317432,Delhi,Noida,T30,36-45,Male,21.7,UPI,Verified,2024,114.0
INV002230,2024-09-05,102886,SIP,5258,Delhi,Noida,T30,36-45,Male,21.7,Mandate,Verified,2024,51.0
INV002230,2024-10-18,119093,SIP,46497,Delhi,Noida,T30,36-45,Male,21.7,Net Banking,Verified,2024,43.0
INV002230,2025-04-25,125497,SIP,51708,Delhi,Noida,T30,36-45,Male,21.7,Cheque,Verified,2025,99.0
INV002232,2024-03-17,119551,SIP,2753,Karnataka,Bangalore,T30,26-35,Female,16.9,Net Banking,Verified,2024,62.0
INV002232,2024-05-22,125497,Redemption,38639,Karnataka,Bangalore,T30,26-35,Female,16.9,UPI,Verified,2024,37.0
INV002232,2024-08-20,119093,SIP,2226,Karnataka,Bangalore,T30,26-35,Female,16.9,Net Banking,Verified,2024,84.0
INV002232,2025-02-10,118634,SIP,25690,Karnataka,Bangalore,T30,26-35,Female,16.9,Cheque,Verified,2025,174.0
INV002234,2024-05-20,148568,SIP,5642,Rajasthan,Jaipur,T30,26-35,Male,24.5,Net Banking,Verified,2024,40.0
INV002234,2024-06-25,149324,Redemption,283250,Rajasthan,Jaipur,T30,26-35,Male,24.5,Cheque,Pending,2024,36.0
INV002234,2024-09-18,119552,SIP,22980,Rajasthan,Jaipur,T30,26-35,Male,24.5,Mandate,Verified,2024,53.0
INV002234,2024-12-23,119599,Lumpsum,336271,Rajasthan,Jaipur,T30,26-35,Male,24.5,Cheque,Pending,2024,96.0
INV002234,2025-03-08,120503,SIP,8366,Rajasthan,Jaipur,T30,26-35,Male,24.5,Cheque,Verified,2025,75.0
INV002235,2024-08-16,119599,SIP,12693,Uttar Pradesh,Agra,B30,36-45,Female,32.1,Cheque,Verified,2024,137.0
INV002235,2024-12-30,125497,SIP,3122,Uttar Pradesh,Agra,B30,36-45,Female,32.1,Cheque,Verified,2024,129.0
INV002235,2025-04-04,119120,Redemption,176702,Uttar Pradesh,Agra,B30,36-45,Female,32.1,Net Banking,Verified,2025,95.0
INV002236,2024-05-14,149324,SIP,445,Delhi,New Delhi,T30,26-35,Male,21.6,Cheque,Verified,2024,119.0
INV002236,2024-08-31,119092,SIP,5535,Delhi,New Delhi,T30,26-35,Male,21.6,UPI,Verified,2024,109.0
INV002236,2024-11-15,102885,Redemption,428610,Delhi,New Delhi,T30,26-35,Male,21.6,UPI,Verified,2024,76.0
INV002236,2025-01-31,101207,SIP,3532,Delhi,New Delhi,T30,26-35,Male,21.6,Cheque,Verified,2025,43.0
INV002237,2024-09-06,119094,SIP,9215,Uttar Pradesh,Agra,B30,46-55,Male,23.1,Net Banking,Verified,2024,112.0
INV002237,2025-03-23,149322,SIP,8830,Uttar Pradesh,Agra,B30,46-55,Male,23.1,Net Banking,Verified,2025,142.0
INV002238,2024-07-06,148569,SIP,2177,Gujarat,Surat,T30,36-45,Male,58.3,UPI,Verified,2024,149.0
INV002238,2024-12-14,120503,SIP,23209,Gujarat,Surat,T30,36-45,Male,58.3,UPI,Verified,2024,161.0
INV002238,2025-02-12,125497,Redemption,529693,Gujarat,Surat,T30,36-45,Male,58.3,Mandate,Verified,2025,60.0
INV002238,2025-05-03,118633,SIP,3391,Gujarat,Surat,T30,36-45,Male,58.3,UPI,Verified,2025,46.0
INV002239,2024-05-23,149322,SIP,56440,Gujarat,Surat,T30,26-35,Male,8.9,Net Banking,Verified,2024,103.0
INV002239,2024-08-27,119094,Lumpsum,297880,Gujarat,Surat,T30,26-35,Male,8.9,Cheque,Verified,2024,96.0
INV002239,2025-01-05,149322,Redemption,162899,Gujarat,Surat,T30,26-35,Male,8.9,Net Banking,Verified,2025,131.0
INV002239,2025-03-31,119093,Lumpsum,72659,Gujarat,Surat,T30,26-35,Male,8.9,Mandate,Verified,2025,85.0
INV002240,2024-04-29,100016,SIP,4177,Haryana,Faridabad,B30,26-35,Male,24.7,Mandate,Verified,2024,87.0
INV002240,2024-07-24,100033,SIP,2079,Haryana,Faridabad,B30,26-35,Male,24.7,Cheque,Verified,2024,83.0
INV002240,2024-12-18,118633,Redemption,143486,Haryana,Faridabad,B30,26-35,Male,24.7,Cheque,Verified,2024,118.0
INV002240,2025-01-24,119092,Redemption,443788,Haryana,Faridabad,B30,26-35,Male,24.7,UPI,Verified,2025,37.0
INV002240,2025-05-14,125498,SIP,800,Haryana,Faridabad,B30,26-35,Male,24.7,Mandate,Verified,2025,76.0
INV002241,2024-04-19,120504,SIP,3436,Punjab,Amritsar,B30,36-45,Female,41.4,UPI,Verified,2024,84.0
INV002241,2024-07-17,119599,Lumpsum,15512,Punjab,Amritsar,B30,36-45,Female,41.4,Net Banking,Verified,2024,89.0
INV002241,2024-09-13,119093,SIP,25827,Punjab,Amritsar,B30,36-45,Female,41.4,Mandate,Verified,2024,48.0
INV002241,2025-01-15,120504,SIP,1695,Punjab,Amritsar,B30,36-45,Female,41.4,Net Banking,Verified,2025,124.0
INV002241,2025-03-13,148569,Redemption,224354,Punjab,Amritsar,B30,36-45,Female,41.4,UPI,Verified,2025,54.0
INV002242,2024-04-15,100025,SIP,2866,Gujarat,Ahmedabad,T30,26-35,Male,22.2,Cheque,Verified,2024,40.0
INV002242,2024-08-08,120506,SIP,2584,Gujarat,Ahmedabad,T30,26-35,Male,22.2,Mandate,Verified,2024,115.0
INV002242,2025-03-23,120505,SIP,847,Gujarat,Ahmedabad,T30,26-35,Male,22.2,UPI,Verified,2025,227.0
INV002243,2024-03-22,125497,SIP,2405,Tamil Nadu,Coimbatore,B30,26-35,Male,7.8,UPI,Verified,2024,55.0
INV002243,2025-04-15,119094,SIP,2792,Tamil Nadu,Coimbatore,B30,26-35,Male,7.8,UPI,Verified,2025,389.0
INV002243,2025-05-30,149322,Lumpsum,298273,Tamil Nadu,Coimbatore,B30,26-35,Male,7.8,Net Banking,Verified,2025,45.0
INV002244,2024-04-24,120844,Redemption,85301,Maharashtra,Mumbai,T30,36-45,Male,49.4,UPI,Verified,2024,38.0
INV002244,2024-06-08,118636,SIP,9792,Maharashtra,Mumbai,T30,36-45,Male,49.4,Net Banking,Verified,2024,45.0
INV002244,2024-08-08,125498,Lumpsum,143032,Maharashtra,Mumbai,T30,36-45,Male,49.4,UPI,Verified,2024,39.0
INV002244,2024-12-26,101207,SIP,50437,Maharashtra,Mumbai,T30,36-45,Male,49.4,Net Banking,Verified,2024,129.0
INV002244,2025-04-28,120842,SIP,25453,Maharashtra,Mumbai,T30,36-45,Male,49.4,Cheque,Verified,2025,123.0
INV002245,2024-06-28,120505,Redemption,132160,Karnataka,Mysore,B30,26-35,Female,24.6,Net Banking,Verified,2024,60.0
INV002245,2024-11-21,102885,Lumpsum,305116,Karnataka,Mysore,B30,26-35,Female,24.6,Net Banking,Verified,2024,146.0
INV002245,2025-03-24,120844,SIP,44620,Karnataka,Mysore,B30,26-35,Female,24.6,Mandate,Verified,2025,69.0
INV002246,2024-12-13,119551,Redemption,311472,Maharashtra,Pune,T30,36-45,Male,31.2,UPI,Verified,2024,91.0
INV002246,2025-02-18,119552,Lumpsum,287617,Maharashtra,Pune,T30,36-45,Male,31.2,Net Banking,Verified,2025,67.0
INV002248,2024-08-11,118632,SIP,473,Delhi,New Delhi,T30,26-35,Male,8.1,Net Banking,Verified,2024,57.0
INV002248,2024-10-01,118633,Lumpsum,240803,Delhi,New Delhi,T30,26-35,Male,8.1,UPI,Verified,2024,51.0
INV002248,2024-11-30,118636,SIP,17852,Delhi,New Delhi,T30,26-35,Male,8.1,Cheque,Verified,2024,58.0
INV002248,2025-02-11,118633,SIP,29247,Delhi,New Delhi,T30,26-35,Male,8.1,Net Banking,Verified,2025,73.0
INV002248,2025-03-25,102885,SIP,5893,Delhi,New Delhi,T30,26-35,Male,8.1,Cheque,Verified,2025,42.0
INV002249,2024-04-11,119599,Lumpsum,155742,Karnataka,Bangalore,T30,36-45,Male,19.6,Cheque,Verified,2024,39.0
INV002249,2024-09-06,125498,SIP,2167,Karnataka,Bangalore,T30,36-45,Male,19.6,Net Banking,Verified,2024,109.0
INV002249,2024-10-23,100016,Redemption,412161,Karnataka,Bangalore,T30,36-45,Male,19.6,Mandate,Verified,2024,43.0
INV002249,2024-12-11,149324,SIP,10766,Karnataka,Bangalore,T30,36-45,Male,19.6,Cheque,Verified,2024,42.0
INV002250,2024-04-29,148567,SIP,2948,Telangana,Hyderabad,T30,36-45,Male,20.4,UPI,Verified,2024,114.0
INV002250,2024-09-04,100025,Redemption,91136,Telangana,Hyderabad,T30,36-45,Male,20.4,Net Banking,Verified,2024,85.0
INV002250,2024-12-01,149323,Lumpsum,429187,Telangana,Hyderabad,T30,36-45,Male,20.4,Mandate,Verified,2024,41.0
INV002250,2025-03-12,119552,Lumpsum,350880,Telangana,Hyderabad,T30,36-45,Male,20.4,UPI,Verified,2025,101.0
INV002250,2025-05-02,120843,Lumpsum,391411,Telangana,Hyderabad,T30,36-45,Male,20.4,Mandate,Verified,2025,51.0
INV002251,2024-10-17,102885,Lumpsum,284168,Punjab,Chandigarh,T30,26-35,Female,16.8,UPI,Verified,2024,114.0
INV002251,2024-11-29,119552,SIP,2067,Punjab,Chandigarh,T30,26-35,Female,16.8,Cheque,Verified,2024,43.0
INV002251,2025-01-28,102887,SIP,2435,Punjab,Chandigarh,T30,26-35,Female,16.8,Net Banking,Verified,2025,60.0
INV002251,2025-04-20,118634,SIP,59033,Punjab,Chandigarh,T30,26-35,Female,16.8,Cheque,Verified,2025,82.0
INV002252,2024-05-20,119092,Lumpsum,83071,Maharashtra,Pune,T30,36-45,Female,46.4,Cheque,Verified,2024,74.0
INV002252,2024-07-02,119094,SIP,13944,Maharashtra,Pune,T30,36-45,Female,46.4,UPI,Verified,2024,43.0
INV002252,2024-10-17,120507,SIP,13324,Maharashtra,Pune,T30,36-45,Female,46.4,UPI,Verified,2024,89.0
INV002252,2024-12-31,125497,Lumpsum,135580,Maharashtra,Pune,T30,36-45,Female,46.4,Net Banking,Verified,2024,39.0
INV002252,2025-02-16,119598,Lumpsum,334235,Maharashtra,Pune,T30,36-45,Female,46.4,UPI,Verified,2025,40.0
INV002253,2024-05-04,120506,Redemption,334394,West Bengal,Kolkata,T30,46-55,Male,28.6,Mandate,Pending,2024,124.0
INV002253,2024-07-16,100025,Lumpsum,291571,West Bengal,Kolkata,T30,46-55,Male,28.6,Mandate,Verified,2024,39.0
INV002255,2024-07-05,149324,SIP,404,Rajasthan,Jaipur,T30,26-35,Male,24.0,Net Banking,Verified,2024,62.0
INV002255,2024-10-08,102887,SIP,2101,Rajasthan,Jaipur,T30,26-35,Male,24.0,Net Banking,Verified,2024,95.0
INV002255,2025-03-17,118633,Redemption,435443,Rajasthan,Jaipur,T30,26-35,Male,24.0,Net Banking,Verified,2025,148.0
INV002256,2024-05-08,101206,SIP,14189,Rajasthan,Jaipur,T30,46-55,Male,49.6,Net Banking,Verified,2024,115.0
INV002256,2024-08-10,102885,SIP,6885,Rajasthan,Jaipur,T30,46-55,Male,49.6,Mandate,Verified,2024,70.0
INV002256,2024-12-01,101207,SIP,15790,Rajasthan,Jaipur,T30,46-55,Male,49.6,Net Banking,Pending,2024,113.0
INV002256,2025-01-26,100025,SIP,2859,Rajasthan,Jaipur,T30,46-55,Male,49.6,Net Banking,Pending,2025,56.0
INV002257,2024-03-20,118635,SIP,529,West Bengal,Kolkata,T30,26-35,Male,9.8,UPI,Verified,2024,59.0
INV002257,2024-12-18,120506,SIP,1841,West Bengal,Kolkata,T30,26-35,Male,9.8,UPI,Verified,2024,273.0
INV002258,2024-05-24,148567,Lumpsum,82111,Madhya Pradesh,Bhopal,B30,36-45,Male,33.7,Cheque,Verified,2024,51.0
INV002258,2024-11-05,119552,Redemption,328200,Madhya Pradesh,Bhopal,B30,36-45,Male,33.7,Net Banking,Verified,2024,165.0
INV002258,2024-12-21,118635,SIP,7322,Madhya Pradesh,Bhopal,B30,36-45,Male,33.7,UPI,Verified,2024,46.0
INV002258,2025-04-04,148568,Lumpsum,409573,Madhya Pradesh,Bhopal,B30,36-45,Male,33.7,Net Banking,Verified,2025,86.0
INV002259,2024-07-16,120505,SIP,7203,Madhya Pradesh,Bhopal,B30,18-25,Female,6.7,Net Banking,Verified,2024,46.0
INV002259,2024-10-12,119092,Lumpsum,54290,Madhya Pradesh,Bhopal,B30,18-25,Female,6.7,Mandate,Verified,2024,60.0
INV002259,2024-12-04,148569,Lumpsum,530662,Madhya Pradesh,Bhopal,B30,18-25,Female,6.7,Mandate,Verified,2024,43.0
INV002259,2025-01-19,119599,SIP,2492,Madhya Pradesh,Bhopal,B30,18-25,Female,6.7,Cheque,Pending,2025,46.0
INV002259,2025-05-28,148569,Lumpsum,265652,Madhya Pradesh,Bhopal,B30,18-25,Female,6.7,Cheque,Verified,2025,124.0
INV002260,2024-06-19,120506,Lumpsum,509484,Telangana,Hyderabad,T30,26-35,Female,10.1,Mandate,Verified,2024,129.0
INV002260,2024-08-04,148569,Redemption,14462,Telangana,Hyderabad,T30,26-35,Female,10.1,Cheque,Verified,2024,46.0
INV002260,2024-09-25,102885,SIP,11452,Telangana,Hyderabad,T30,26-35,Female,10.1,Cheque,Verified,2024,52.0
INV002260,2025-01-28,102887,SIP,8945,Telangana,Hyderabad,T30,26-35,Female,10.1,Cheque,Verified,2025,125.0
INV002261,2024-11-14,120505,SIP,490,Uttar Pradesh,Kanpur,B30,18-25,Male,5.0,UPI,Verified,2024,113.0
INV002261,2025-04-20,120841,Redemption,354175,Uttar Pradesh,Kanpur,B30,18-25,Male,5.0,Cheque,Verified,2025,147.0
INV002262,2024-03-11,119551,Lumpsum,391119,Rajasthan,Udaipur,B30,26-35,Male,8.2,Mandate,Verified,2024,58.0
INV002262,2024-06-06,120503,Lumpsum,319645,Rajasthan,Udaipur,B30,26-35,Male,8.2,UPI,Verified,2024,46.0
INV002262,2024-08-03,102885,Redemption,292906,Rajasthan,Udaipur,B30,26-35,Male,8.2,Net Banking,Verified,2024,43.0
INV002264,2024-09-12,102886,Lumpsum,459197,Tamil Nadu,Coimbatore,B30,46-55,Female,21.2,Mandate,Verified,2024,99.0
INV002264,2025-04-20,102886,SIP,9465,Tamil Nadu,Coimbatore,B30,46-55,Female,21.2,UPI,Verified,2025,197.0
INV002265,2024-07-09,120505,SIP,535,Rajasthan,Jaipur,T30,18-25,Female,3.8,Cheque,Verified,2024,43.0
INV002265,2024-08-16,149322,SIP,15817,Rajasthan,Jaipur,T30,18-25,Female,3.8,Cheque,Verified,2024,38.0
INV002265,2025-01-16,149322,Lumpsum,162719,Rajasthan,Jaipur,T30,18-25,Female,3.8,UPI,Verified,2025,119.0
INV002265,2025-05-21,148568,SIP,1969,Rajasthan,Jaipur,T30,18-25,Female,3.8,Net Banking,Verified,2025,95.0
INV002266,2025-03-26,118634,SIP,6983,Telangana,Hyderabad,T30,26-35,Male,12.0,Net Banking,Verified,2025,276.0
INV002266,2025-05-20,120506,Redemption,201415,Telangana,Hyderabad,T30,26-35,Male,12.0,Cheque,Verified,2025,55.0
INV002267,2024-06-26,101207,Lumpsum,293024,Haryana,Faridabad,B30,18-25,Male,4.7,Mandate,Verified,2024,149.0
INV002267,2024-09-15,100033,SIP,15782,Haryana,Faridabad,B30,18-25,Male,4.7,UPI,Verified,2024,81.0
INV002267,2025-01-04,118633,Redemption,335804,Haryana,Faridabad,B30,18-25,Male,4.7,Net Banking,Verified,2025,68.0
